user_id,home_region,diet,health_profile,spice_pref,age_band,n_interactions
4393,South India,Non-Vegetarian,heart_lowsodium,hot,51+,5
4394,West Bengal,Non-Vegetarian,general,hot,51+,16
4395,Pan-Indian,Eggetarian,general,medium,26-35,24
4396,Pan-Indian,Vegetarian,weight_loss,medium,26-35,7
4397,Gujarat,Vegan,diabetic,medium,26-35,9
4398,Gujarat,Eggetarian,heart_lowsodium,mild,36-50,22
4399,Kerala,Vegetarian,general,medium,26-35,24
4400,Tamil Nadu,Vegetarian,general,hot,18-25,24
4401,Karnataka,Eggetarian,general,medium,26-35,5
4402,Andhra Pradesh,Eggetarian,diabetic,hot,26-35,10
4403,Rajasthan,Non-Vegetarian,weight_loss,medium,36-50,93
4404,Pan-Indian,Eggetarian,general,hot,51+,10
4405,Andhra Pradesh,Vegetarian,heart_lowsodium,hot,26-35,22
4406,Pan-Indian,Vegetarian,general,medium,18-25,7
4407,Pan-Indian,Vegetarian,general,hot,18-25,22
4408,Kerala,Vegan,general,medium,51+,33
4409,Goa,Vegan,diabetic,hot,18-25,8
4410,Gujarat,Eggetarian,general,medium,51+,19
4411,South India,Non-Vegetarian,weight_loss,mild,26-35,32
4412,Pan-Indian,Vegetarian,general,mild,18-25,7
4413,Gujarat,Vegan,weight_loss,hot,26-35,6
4414,Jammu & Kashmir,Non-Vegetarian,general,mild,26-35,14
4415,Punjab,Non-Vegetarian,general,medium,26-35,8
4416,Pan-Indian,Non-Vegetarian,general,mild,51+,12
4417,Uttarakhand,Non-Vegetarian,weight_loss,mild,36-50,18
4418,Kerala,Vegetarian,general,medium,36-50,37
4419,Maharashtra,Vegetarian,general,mild,51+,29
4420,Uttar Pradesh,Vegetarian,diabetic,medium,26-35,5
4421,Karnataka,Vegetarian,general,hot,26-35,36
4422,South India,Non-Vegetarian,general,medium,18-25,18
4423,Pan-Indian,Vegetarian,heart_lowsodium,medium,26-35,5
4424,West Bengal,Vegetarian,weight_loss,medium,18-25,6
4425,Goa,Non-Vegetarian,diabetic,hot,51+,5
4426,Pan-Indian,Non-Vegetarian,general,medium,26-35,9
4427,Maharashtra,Vegetarian,diabetic,hot,36-50,6
4428,West Bengal,Non-Vegetarian,diabetic,mild,26-35,20
4429,South India,Vegetarian,weight_loss,mild,26-35,10
4430,Tamil Nadu,Vegetarian,general,medium,18-25,7
4431,Punjab,Non-Vegetarian,general,hot,18-25,12
4432,Karnataka,Vegetarian,general,medium,18-25,50
4433,Pan-Indian,Non-Vegetarian,general,medium,36-50,42
4434,Pan-Indian,Vegetarian,heart_lowsodium,hot,18-25,11
4435,Mughlai (North India),Vegan,general,medium,51+,11
4436,South India,Vegetarian,diabetic,medium,26-35,5
4437,Karnataka,Vegetarian,heart_lowsodium,medium,26-35,32
4438,North India,Eggetarian,heart_lowsodium,hot,51+,21
4439,South India,Non-Vegetarian,general,mild,36-50,6
4440,Maharashtra,Non-Vegetarian,general,hot,26-35,11
4441,Andhra Pradesh,Vegetarian,general,medium,18-25,61
4442,Mughlai (North India),Eggetarian,diabetic,medium,26-35,12
4443,Tamil Nadu,Vegetarian,general,hot,18-25,64
4444,Pan-Indian,Non-Vegetarian,heart_lowsodium,medium,26-35,11
4445,Pan-Indian,Vegetarian,weight_loss,hot,26-35,6
4446,Karnataka,Vegan,general,hot,51+,11
4447,Jammu & Kashmir,Vegetarian,diabetic,hot,18-25,10
4448,Goa,Non-Vegetarian,general,hot,18-25,21
4449,South India,Vegetarian,heart_lowsodium,mild,26-35,7
4450,Pan-Indian,Vegetarian,weight_loss,mild,18-25,20
4451,Uttar Pradesh,Vegan,general,hot,18-25,12
4452,Bihar,Eggetarian,heart_lowsodium,medium,18-25,15
4453,Kerala,Non-Vegetarian,general,hot,51+,19
4454,Kerala,Vegetarian,diabetic,medium,36-50,18
4455,Karnataka,Vegetarian,weight_loss,mild,51+,42
4456,Punjab,Vegetarian,general,mild,18-25,20
4457,Maharashtra,Non-Vegetarian,diabetic,hot,26-35,19
4458,Maharashtra,Vegan,heart_lowsodium,hot,26-35,73
4459,Uttar Pradesh,Eggetarian,general,hot,51+,38
4460,Pan-Indian,Eggetarian,general,hot,26-35,7
4461,Maharashtra,Vegan,general,medium,26-35,12
4462,Pan-Indian,Non-Vegetarian,general,medium,26-35,41
4463,Pan-Indian,Vegetarian,heart_lowsodium,medium,36-50,17
4464,Pan-Indian,Vegetarian,general,medium,51+,11
4465,Pan-Indian,Eggetarian,general,hot,36-50,8
4466,Pan-Indian,Vegetarian,weight_loss,medium,26-35,5
4467,Tamil Nadu,Vegetarian,heart_lowsodium,medium,18-25,45
4468,South India,Non-Vegetarian,general,medium,26-35,11
4469,Kerala,Non-Vegetarian,general,medium,36-50,26
4470,Pan-Indian,Vegetarian,weight_loss,medium,18-25,17
4471,Tamil Nadu,Non-Vegetarian,general,medium,26-35,7
4472,Punjab,Non-Vegetarian,general,hot,36-50,28
4473,North India,Non-Vegetarian,diabetic,mild,36-50,21
4474,West Bengal,Vegetarian,diabetic,medium,26-35,72
4475,Pan-Indian,Vegetarian,general,hot,18-25,29
4476,Uttar Pradesh,Vegetarian,general,mild,18-25,10
4477,Pan-Indian,Eggetarian,heart_lowsodium,hot,26-35,29
4478,South India,Non-Vegetarian,general,medium,26-35,8
4479,Tamil Nadu,Non-Vegetarian,general,medium,26-35,33
4480,Kerala,Vegetarian,general,medium,26-35,24
4481,West India,Non-Vegetarian,heart_lowsodium,mild,36-50,21
4482,Maharashtra,Vegetarian,heart_lowsodium,hot,51+,15
4483,Odisha,Vegetarian,general,hot,18-25,21
4484,Maharashtra,Vegetarian,diabetic,medium,18-25,19
4485,North India,Vegetarian,general,medium,18-25,13
4486,Jammu & Kashmir,Vegetarian,general,hot,36-50,53
4487,Tamil Nadu,Vegetarian,general,medium,18-25,9
4488,South India,Vegetarian,weight_loss,hot,51+,5
4489,Odisha,Non-Vegetarian,general,hot,18-25,9
4490,Goa,Vegetarian,general,hot,26-35,60
4491,Pan-Indian,Vegan,diabetic,medium,26-35,18
4492,North India,Vegan,general,hot,51+,5
4493,South India,Non-Vegetarian,heart_lowsodium,hot,36-50,17
4494,Pan-Indian,Vegetarian,general,mild,18-25,15
4495,Pan-Indian,Non-Vegetarian,heart_lowsodium,hot,26-35,7
4496,Karnataka,Non-Vegetarian,general,mild,26-35,5
4497,South India,Eggetarian,general,medium,26-35,8
4498,Pan-Indian,Non-Vegetarian,diabetic,medium,36-50,16
4499,Kerala,Eggetarian,general,hot,36-50,5
4500,Pan-Indian,Non-Vegetarian,general,mild,36-50,5
4501,Telangana,Non-Vegetarian,general,hot,18-25,9
4502,Kerala,Eggetarian,general,hot,26-35,31
4503,Kerala,Non-Vegetarian,general,hot,18-25,6
4504,Karnataka,Vegan,general,hot,18-25,18
4505,Karnataka,Vegan,weight_loss,mild,51+,7
4506,Telangana,Eggetarian,heart_lowsodium,mild,18-25,5
4507,Gujarat,Non-Vegetarian,heart_lowsodium,medium,51+,5
4508,Maharashtra,Vegetarian,heart_lowsodium,mild,18-25,13
4509,Pan-Indian,Non-Vegetarian,general,hot,51+,10
4510,Tamil Nadu,Vegetarian,general,hot,26-35,15
4511,West Bengal,Vegetarian,weight_loss,medium,18-25,16
4512,Maharashtra,Eggetarian,general,mild,36-50,41
4513,Bihar,Non-Vegetarian,general,mild,36-50,47
4514,Pan-Indian,Eggetarian,general,hot,51+,53
4515,Tamil Nadu,Non-Vegetarian,general,medium,26-35,11
4516,Parsi (community),Vegan,general,hot,26-35,25
4517,Goa,Vegetarian,heart_lowsodium,medium,36-50,6
4518,Pan-Indian,Vegetarian,diabetic,hot,36-50,9
4519,Kerala,Non-Vegetarian,heart_lowsodium,mild,36-50,18
4520,West Bengal,Vegetarian,general,medium,26-35,6
4521,West Bengal,Vegan,weight_loss,hot,36-50,17
4522,Pan-Indian,Non-Vegetarian,general,hot,51+,5
4523,Mughlai (North India),Non-Vegetarian,general,mild,26-35,9
4524,Gujarat,Non-Vegetarian,diabetic,hot,18-25,12
4525,Pan-Indian,Vegetarian,weight_loss,medium,18-25,9
4526,Punjab,Non-Vegetarian,diabetic,hot,26-35,14
4527,Mughlai (North India),Vegan,heart_lowsodium,hot,36-50,21
4528,Mughlai (North India),Vegetarian,general,hot,26-35,11
4529,Sindhi (community),Non-Vegetarian,diabetic,hot,51+,9
4530,Tamil Nadu,Vegetarian,general,medium,18-25,17
4531,Pan-Indian,Vegetarian,general,hot,18-25,13
4532,North India,Vegan,general,medium,26-35,14
4533,Tamil Nadu,Vegetarian,general,hot,51+,18
4534,West Bengal,Vegetarian,heart_lowsodium,hot,18-25,19
4535,Pan-Indian,Vegetarian,general,medium,51+,21
4536,South India,Non-Vegetarian,heart_lowsodium,medium,18-25,13
4537,Karnataka,Vegetarian,general,mild,26-35,7
4538,Mughlai (North India),Eggetarian,general,medium,36-50,24
4539,North India,Vegetarian,diabetic,medium,18-25,13
4540,Pan-Indian,Non-Vegetarian,general,medium,51+,12
4541,Pan-Indian,Vegetarian,diabetic,medium,26-35,30
4542,North India,Vegetarian,general,hot,26-35,16
4543,Tamil Nadu,Vegan,general,medium,26-35,6
4544,Kerala,Vegetarian,general,mild,18-25,20
4545,Maharashtra,Vegetarian,general,hot,18-25,30
4546,Goa,Non-Vegetarian,general,medium,26-35,35
4547,Kerala,Non-Vegetarian,general,mild,26-35,19
4548,Pan-Indian,Vegan,general,mild,36-50,19
4549,Kerala,Non-Vegetarian,general,medium,36-50,77
4550,Pan-Indian,Vegetarian,weight_loss,medium,18-25,9
4551,Andhra Pradesh,Vegan,diabetic,hot,26-35,36
4552,Karnataka,Non-Vegetarian,general,mild,51+,17
4553,West Bengal,Vegetarian,heart_lowsodium,mild,18-25,21
4554,West Bengal,Vegetarian,general,mild,36-50,5
4555,South India,Vegan,heart_lowsodium,medium,26-35,14
4556,Pan-Indian,Vegetarian,general,medium,36-50,6
4557,Kerala,Non-Vegetarian,diabetic,hot,26-35,7
4558,West Bengal,Vegetarian,general,medium,18-25,181
4559,Andhra Pradesh,Vegetarian,general,hot,18-25,6
4560,Tamil Nadu,Vegetarian,general,hot,26-35,43
4561,Uttar Pradesh,Vegetarian,diabetic,hot,51+,26
4562,Maharashtra,Vegetarian,general,medium,26-35,9
4563,Gujarat,Non-Vegetarian,general,medium,51+,7
4564,Goa,Vegetarian,general,mild,18-25,11
4565,Andhra Pradesh,Non-Vegetarian,general,hot,18-25,17
4566,Pan-Indian,Vegetarian,diabetic,mild,18-25,10
4567,North India,Non-Vegetarian,weight_loss,hot,36-50,16
4568,Punjab,Vegan,general,hot,36-50,26
4569,Uttar Pradesh,Vegan,general,mild,18-25,17
4570,Bihar,Eggetarian,weight_loss,mild,26-35,8
4571,Pan-Indian,Non-Vegetarian,general,medium,26-35,12
4572,Kerala,Non-Vegetarian,weight_loss,hot,36-50,12
4573,Punjab,Non-Vegetarian,weight_loss,medium,26-35,15
4574,Tamil Nadu,Non-Vegetarian,diabetic,mild,51+,35
4575,North India,Vegetarian,general,medium,18-25,25
4576,Tamil Nadu,Vegetarian,weight_loss,medium,18-25,12
4577,Mughlai (North India),Non-Vegetarian,heart_lowsodium,medium,36-50,22
4578,Kerala,Eggetarian,general,medium,36-50,10
4579,Maharashtra,Non-Vegetarian,general,hot,26-35,39
4580,Pan-Indian,Eggetarian,general,mild,18-25,8
4581,Pan-Indian,Vegetarian,general,mild,18-25,6
4582,West Bengal,Vegetarian,diabetic,medium,36-50,40
4583,Maharashtra,Non-Vegetarian,general,medium,26-35,16
4584,Maharashtra,Vegetarian,general,hot,26-35,11
4585,South India,Non-Vegetarian,diabetic,mild,26-35,12
4586,Telangana,Vegan,general,medium,36-50,12
4587,Andhra Pradesh,Non-Vegetarian,diabetic,medium,26-35,26
4588,Rajasthan,Vegetarian,diabetic,hot,36-50,8
4589,Kerala,Vegetarian,diabetic,medium,26-35,10
4590,Tamil Nadu,Vegan,diabetic,hot,26-35,7
4591,South India,Non-Vegetarian,heart_lowsodium,medium,26-35,70
4592,South India,Vegetarian,general,medium,18-25,14
4593,West Bengal,Eggetarian,general,medium,18-25,20
4594,Pan-Indian,Vegetarian,weight_loss,medium,26-35,19
4595,Sindhi (community),Vegetarian,heart_lowsodium,medium,18-25,40
4596,Rajasthan,Vegetarian,diabetic,medium,36-50,20
4597,Pan-Indian,Non-Vegetarian,general,medium,18-25,7
4598,Pan-Indian,Vegetarian,diabetic,medium,18-25,6
4599,Mughlai (North India),Vegetarian,general,hot,18-25,13
4600,Karnataka,Non-Vegetarian,general,hot,18-25,7
4601,East India,Non-Vegetarian,weight_loss,medium,51+,104
4602,Karnataka,Vegetarian,general,mild,18-25,26
4603,Pan-Indian,Vegetarian,diabetic,mild,51+,18
4604,Odisha,Vegetarian,general,medium,18-25,12
4605,Maharashtra,Vegetarian,general,hot,18-25,9
4606,Pan-Indian,Vegetarian,general,hot,26-35,13
4607,West Bengal,Non-Vegetarian,general,hot,18-25,11
4608,Tamil Nadu,Vegan,general,mild,51+,26
4609,Rajasthan,Non-Vegetarian,general,hot,26-35,25
4610,West Bengal,Vegetarian,general,hot,18-25,5
4611,West Bengal,Vegan,heart_lowsodium,hot,36-50,10
4612,Karnataka,Non-Vegetarian,heart_lowsodium,medium,26-35,5
4613,Uttar Pradesh,Vegetarian,general,medium,36-50,5
4614,North India,Non-Vegetarian,general,mild,26-35,5
4615,Gujarat,Vegetarian,general,medium,18-25,13
4616,Telangana,Vegetarian,general,medium,36-50,18
4617,Pan-Indian,Vegetarian,general,medium,36-50,17
4618,Tamil Nadu,Eggetarian,general,hot,36-50,28
4619,Telangana,Eggetarian,general,medium,51+,14
4620,Maharashtra,Vegetarian,diabetic,hot,26-35,7
4621,Pan-Indian,Vegetarian,diabetic,mild,26-35,5
4622,North India,Vegetarian,general,medium,18-25,13
4623,Nagaland,Non-Vegetarian,general,medium,26-35,8
4624,South India,Vegetarian,general,mild,26-35,16
4625,Goa,Eggetarian,general,mild,51+,40
4626,Rajasthan,Vegetarian,weight_loss,medium,36-50,28
4627,Maharashtra,Vegetarian,general,medium,18-25,29
4628,Mughlai (North India),Non-Vegetarian,general,medium,18-25,10
4629,Tamil Nadu,Non-Vegetarian,general,mild,36-50,11
4630,Kerala,Vegetarian,general,hot,26-35,6
4631,Maharashtra,Non-Vegetarian,heart_lowsodium,medium,18-25,13
4632,Gujarat,Vegetarian,heart_lowsodium,medium,51+,36
4633,Pan-Indian,Non-Vegetarian,diabetic,mild,26-35,13
4634,Punjab,Vegetarian,heart_lowsodium,hot,26-35,7
4635,Pan-Indian,Vegetarian,diabetic,hot,51+,32
4636,Mughlai (North India),Vegetarian,general,hot,26-35,40
4637,Pan-Indian,Non-Vegetarian,general,mild,18-25,14
4638,Punjab,Vegetarian,general,hot,36-50,12
4639,Telangana,Vegetarian,general,hot,36-50,29
4640,Jammu & Kashmir,Vegetarian,general,mild,51+,20
4641,Tamil Nadu,Non-Vegetarian,general,medium,26-35,5
4642,Maharashtra,Vegetarian,diabetic,medium,36-50,8
4643,Kerala,Vegetarian,general,mild,18-25,11
4644,Pan-Indian,Vegetarian,general,hot,36-50,6
4645,Mughlai (North India),Vegan,general,medium,36-50,33
4646,Mughlai (North India),Vegetarian,general,hot,51+,20
4647,Andhra Pradesh,Non-Vegetarian,general,hot,26-35,25
4648,South India,Vegan,heart_lowsodium,medium,18-25,12
4649,Gujarat,Vegan,general,medium,26-35,23
4650,Pan-Indian,Vegetarian,diabetic,medium,36-50,9
4651,Pan-Indian,Non-Vegetarian,general,medium,51+,8
4652,Gujarat,Non-Vegetarian,general,medium,36-50,18
4653,Pan-Indian,Vegan,general,mild,18-25,5
4654,Pan-Indian,Non-Vegetarian,general,hot,51+,36
4655,South India,Eggetarian,general,hot,36-50,22
4656,Odisha,Non-Vegetarian,heart_lowsodium,medium,36-50,15
4657,Kerala,Vegetarian,general,mild,36-50,5
4658,Rajasthan,Vegetarian,general,hot,18-25,33
4659,West Bengal,Vegetarian,weight_loss,mild,51+,48
4660,Pan-Indian,Vegetarian,diabetic,medium,18-25,21
4661,Mughlai (North India),Non-Vegetarian,diabetic,hot,26-35,28
4662,North India,Non-Vegetarian,general,medium,26-35,17
4663,Rajasthan,Vegetarian,diabetic,medium,51+,14
4664,Kerala,Non-Vegetarian,general,mild,26-35,7
4665,Punjab,Eggetarian,weight_loss,hot,26-35,10
4666,Pan-Indian,Vegan,general,hot,18-25,5
4667,Goa,Non-Vegetarian,heart_lowsodium,medium,36-50,5
4668,Telangana,Vegan,weight_loss,medium,26-35,9
4669,Pan-Indian,Vegetarian,general,medium,36-50,9
4670,Punjab,Non-Vegetarian,general,medium,36-50,5
4671,Telangana,Vegetarian,general,hot,51+,15
4672,Kerala,Vegetarian,general,hot,51+,9
4673,Pan-Indian,Vegan,weight_loss,medium,18-25,23
4674,Maharashtra,Vegetarian,heart_lowsodium,hot,18-25,18
4675,North India,Vegetarian,general,medium,36-50,33
4676,North India,Vegan,general,medium,26-35,12
4677,South India,Eggetarian,weight_loss,mild,51+,26
4678,Punjab,Vegetarian,general,medium,36-50,15
4679,Pan-Indian,Vegetarian,diabetic,hot,26-35,14
4680,Pan-Indian,Eggetarian,general,medium,51+,34
4681,Pan-Indian,Vegetarian,heart_lowsodium,medium,26-35,59
4682,Rajasthan,Non-Vegetarian,general,mild,26-35,13
4683,South India,Non-Vegetarian,general,mild,26-35,11
4684,Odisha,Non-Vegetarian,diabetic,hot,36-50,17
4685,Tamil Nadu,Non-Vegetarian,general,medium,36-50,13
4686,Karnataka,Non-Vegetarian,diabetic,medium,26-35,27
4687,North India,Non-Vegetarian,general,hot,51+,14
4688,South India,Vegetarian,general,mild,26-35,55
4689,Gujarat,Non-Vegetarian,general,medium,51+,36
4690,Gujarat,Non-Vegetarian,weight_loss,medium,18-25,20
4691,Kerala,Vegan,weight_loss,medium,18-25,7
4692,Mughlai (North India),Vegetarian,general,hot,26-35,23
4693,Mughlai (North India),Vegetarian,general,hot,26-35,10
4694,Odisha,Non-Vegetarian,general,hot,18-25,29
4695,Maharashtra,Non-Vegetarian,heart_lowsodium,medium,18-25,14
4696,Gujarat,Vegetarian,weight_loss,mild,18-25,29
4697,Kerala,Non-Vegetarian,general,medium,51+,16
4698,Assam,Vegetarian,general,medium,26-35,6
4699,North India,Vegan,general,medium,36-50,19
4700,Uttar Pradesh,Vegan,diabetic,mild,26-35,111
4701,Kerala,Vegan,heart_lowsodium,medium,36-50,12
4702,Karnataka,Vegetarian,general,hot,18-25,5
4703,Pan-Indian,Vegetarian,general,medium,51+,13
4704,Bihar,Non-Vegetarian,general,medium,36-50,13
4705,Gujarat,Vegetarian,diabetic,hot,26-35,13
4706,Kerala,Vegetarian,general,hot,26-35,6
4707,Andhra Pradesh,Vegan,general,medium,26-35,10
4708,South India,Vegetarian,general,hot,26-35,16
4709,Pan-Indian,Vegan,heart_lowsodium,mild,18-25,20
4710,Bihar,Vegetarian,general,medium,36-50,24
4711,Pan-Indian,Vegetarian,weight_loss,medium,18-25,7
4712,North India,Non-Vegetarian,diabetic,medium,26-35,14
4713,Pan-Indian,Non-Vegetarian,general,hot,36-50,7
4714,North India,Vegetarian,diabetic,mild,36-50,16
4715,Kerala,Vegetarian,general,medium,36-50,5
4716,Punjab,Vegetarian,general,hot,18-25,5
4717,Punjab,Non-Vegetarian,general,hot,36-50,11
4718,Mughlai (North India),Non-Vegetarian,diabetic,hot,36-50,13
4719,Tamil Nadu,Vegetarian,general,medium,18-25,26
4720,Jammu & Kashmir,Non-Vegetarian,general,mild,26-35,16
4721,Parsi (community),Vegetarian,general,mild,36-50,9
4722,Punjab,Vegetarian,general,medium,26-35,16
4723,Gujarat,Vegetarian,diabetic,mild,36-50,5
4724,Pan-Indian,Vegetarian,general,medium,26-35,45
4725,Jammu & Kashmir,Vegetarian,general,hot,26-35,29
4726,Pan-Indian,Vegetarian,general,mild,51+,7
4727,West Bengal,Non-Vegetarian,general,hot,26-35,34
4728,Pan-Indian,Vegan,general,medium,18-25,9
4729,Tamil Nadu,Vegetarian,general,medium,26-35,34
4730,Himachal Pradesh,Non-Vegetarian,general,hot,51+,24
4731,North India,Vegan,general,medium,18-25,14
4732,South India,Vegetarian,general,hot,36-50,12
4733,Tamil Nadu,Non-Vegetarian,diabetic,mild,26-35,9
4734,Karnataka,Vegetarian,general,hot,36-50,15
4735,West Bengal,Vegetarian,general,medium,26-35,10
4736,Pan-Indian,Vegetarian,heart_lowsodium,medium,18-25,26
4737,Kerala,Non-Vegetarian,general,medium,26-35,19
4738,Rajasthan,Non-Vegetarian,general,medium,36-50,18
4739,Tamil Nadu,Non-Vegetarian,heart_lowsodium,hot,26-35,5
4740,Rajasthan,Non-Vegetarian,general,mild,18-25,14
4741,North India,Vegan,weight_loss,medium,51+,21
4742,Pan-Indian,Vegan,heart_lowsodium,hot,26-35,27
4743,Tamil Nadu,Vegetarian,heart_lowsodium,medium,36-50,46
4744,Kerala,Vegetarian,general,medium,18-25,19
4745,Jammu & Kashmir,Non-Vegetarian,weight_loss,medium,18-25,6
4746,Pan-Indian,Vegan,general,hot,36-50,19
4747,Andhra Pradesh,Vegetarian,diabetic,hot,51+,7
4748,West Bengal,Eggetarian,general,mild,18-25,9
4749,Karnataka,Vegan,general,medium,18-25,17
4750,Goa,Non-Vegetarian,heart_lowsodium,hot,36-50,11
4751,Kerala,Vegetarian,general,medium,18-25,7
4752,Maharashtra,Vegan,general,hot,36-50,31
4753,Punjab,Vegetarian,general,hot,18-25,72
4754,Mughlai (North India),Non-Vegetarian,general,medium,51+,25
4755,Pan-Indian,Non-Vegetarian,general,medium,26-35,10
4756,Kerala,Non-Vegetarian,general,mild,18-25,28
4757,Sindhi (community),Vegetarian,general,hot,36-50,8
4758,Pan-Indian,Vegetarian,general,medium,36-50,8
4759,Pan-Indian,Vegetarian,heart_lowsodium,medium,51+,7
4760,Pan-Indian,Vegetarian,general,hot,51+,15
4761,South India,Vegan,general,hot,36-50,10
4762,Punjab,Vegetarian,diabetic,hot,26-35,10
4763,Punjab,Non-Vegetarian,general,mild,26-35,12
4764,Pan-Indian,Non-Vegetarian,heart_lowsodium,hot,36-50,10
4765,Parsi (community),Vegetarian,heart_lowsodium,medium,36-50,5
4766,North India,Non-Vegetarian,general,hot,51+,28
4767,Andhra Pradesh,Vegan,general,hot,26-35,14
4768,Punjab,Vegetarian,general,hot,18-25,9
4769,South India,Vegan,weight_loss,hot,26-35,16
4770,Sindhi (community),Vegan,diabetic,hot,18-25,8
4771,Maharashtra,Non-Vegetarian,general,medium,36-50,30
4772,West Bengal,Vegetarian,general,hot,18-25,41
4773,Tamil Nadu,Vegan,general,medium,18-25,14
4774,West Bengal,Non-Vegetarian,general,hot,36-50,5
4775,Kerala,Vegetarian,heart_lowsodium,mild,51+,12
4776,Pan-Indian,Non-Vegetarian,general,hot,51+,10
4777,Telangana,Non-Vegetarian,general,mild,26-35,36
4778,Tamil Nadu,Non-Vegetarian,general,hot,36-50,17
4779,Pan-Indian,Vegan,diabetic,medium,36-50,20
4780,Goa,Vegan,heart_lowsodium,mild,18-25,7
4781,North India,Non-Vegetarian,general,medium,26-35,5
4782,Gujarat,Vegetarian,general,medium,51+,33
4783,Kerala,Vegetarian,heart_lowsodium,hot,26-35,21
4784,Punjab,Eggetarian,heart_lowsodium,hot,18-25,24
4785,Maharashtra,Eggetarian,general,medium,36-50,21
4786,Pan-Indian,Eggetarian,general,medium,26-35,5
4787,Mughlai (North India),Non-Vegetarian,general,medium,18-25,18
4788,Andhra Pradesh,Eggetarian,general,mild,26-35,9
4789,Punjab,Vegan,general,hot,51+,38
4790,Gujarat,Vegetarian,general,medium,36-50,47
4791,Tamil Nadu,Non-Vegetarian,general,hot,18-25,5
4792,Pan-Indian,Vegetarian,general,hot,51+,38
4793,Punjab,Eggetarian,general,hot,36-50,9
4794,Tamil Nadu,Non-Vegetarian,general,mild,51+,19
4795,Pan-Indian,Non-Vegetarian,heart_lowsodium,mild,18-25,29
4796,Pan-Indian,Non-Vegetarian,general,hot,36-50,24
4797,Maharashtra,Non-Vegetarian,heart_lowsodium,medium,51+,10
4798,West Bengal,Non-Vegetarian,general,hot,26-35,10
4799,Pan-Indian,Non-Vegetarian,general,hot,36-50,7
4800,Pan-Indian,Eggetarian,heart_lowsodium,medium,26-35,8
4801,Pan-Indian,Vegan,weight_loss,hot,26-35,22
4802,Gujarat,Vegetarian,weight_loss,medium,18-25,34
4803,Punjab,Vegetarian,weight_loss,medium,36-50,5
4804,Karnataka,Vegetarian,diabetic,hot,36-50,39
4805,South India,Non-Vegetarian,weight_loss,mild,26-35,9
4806,Karnataka,Vegetarian,weight_loss,mild,36-50,7
4807,Maharashtra,Vegan,general,mild,36-50,44
4808,Karnataka,Non-Vegetarian,heart_lowsodium,medium,18-25,7
4809,Pan-Indian,Vegetarian,weight_loss,mild,18-25,12
4810,West Bengal,Vegetarian,heart_lowsodium,mild,18-25,19
4811,Maharashtra,Vegetarian,general,medium,26-35,12
4812,Kerala,Non-Vegetarian,general,medium,36-50,39
4813,Tamil Nadu,Vegetarian,general,mild,26-35,27
4814,Tamil Nadu,Non-Vegetarian,general,medium,51+,14
4815,Pan-Indian,Vegetarian,general,medium,18-25,42
4816,Tamil Nadu,Eggetarian,general,medium,36-50,70
4817,Pan-Indian,Vegetarian,heart_lowsodium,medium,26-35,15
4818,Uttar Pradesh,Vegetarian,general,medium,36-50,24
4819,North India,Eggetarian,heart_lowsodium,hot,18-25,23
4820,West India,Non-Vegetarian,general,hot,18-25,15
4821,Kerala,Vegetarian,heart_lowsodium,medium,36-50,9
4822,Karnataka,Non-Vegetarian,heart_lowsodium,medium,26-35,10
4823,Bihar,Non-Vegetarian,general,medium,36-50,16
4824,Andhra Pradesh,Non-Vegetarian,general,hot,26-35,22
4825,Karnataka,Non-Vegetarian,general,medium,36-50,19
4826,Pan-Indian,Vegan,heart_lowsodium,medium,18-25,21
4827,Gujarat,Vegetarian,weight_loss,hot,36-50,5
4828,Tamil Nadu,Vegetarian,diabetic,mild,36-50,14
4829,Pan-Indian,Non-Vegetarian,weight_loss,medium,36-50,14
4830,Pan-Indian,Non-Vegetarian,heart_lowsodium,medium,36-50,33
4831,Pan-Indian,Eggetarian,general,medium,18-25,47
4832,Maharashtra,Non-Vegetarian,diabetic,hot,51+,5
4833,Pan-Indian,Eggetarian,general,hot,26-35,12
4834,Nagaland,Non-Vegetarian,general,hot,26-35,12
4835,Tamil Nadu,Eggetarian,diabetic,hot,18-25,15
4836,Maharashtra,Non-Vegetarian,heart_lowsodium,medium,26-35,11
4837,South India,Non-Vegetarian,general,medium,18-25,69
4838,South India,Eggetarian,heart_lowsodium,medium,36-50,12
4839,Mughlai (North India),Vegetarian,diabetic,hot,36-50,10
4840,Maharashtra,Vegetarian,general,medium,51+,30
4841,Telangana,Non-Vegetarian,general,medium,36-50,5
4842,Nagaland,Vegetarian,general,hot,18-25,14
4843,Mughlai (North India),Vegetarian,general,medium,36-50,12
4844,West Bengal,Non-Vegetarian,heart_lowsodium,medium,26-35,12
4845,Karnataka,Vegetarian,general,medium,36-50,5
4846,Gujarat,Vegetarian,weight_loss,mild,26-35,25
4847,Pan-Indian,Vegan,general,medium,26-35,40
4848,Pan-Indian,Vegetarian,general,medium,26-35,9
4849,Pan-Indian,Non-Vegetarian,diabetic,medium,36-50,40
4850,Mughlai (North India),Non-Vegetarian,general,hot,18-25,11
4851,Andhra Pradesh,Vegan,general,hot,26-35,19
4852,Pan-Indian,Non-Vegetarian,diabetic,hot,36-50,26
4853,West Bengal,Eggetarian,diabetic,hot,26-35,5
4854,Pan-Indian,Vegetarian,heart_lowsodium,medium,26-35,21
4855,West Bengal,Vegan,general,hot,18-25,24
